herb_id,category,herb_korean,herb_hanja,tag_count,tags,tag_source,primary_body_category,body_categories,cluster
PLANT_067,채부,자소 (차조기),紫蘇,3,소화력강화|가스완화|가래완화,auto,위·소화,위·소화|호흡·폐,1
PLANT_068,채부,향유,香薷,5,부종완화|불안완화|통증완화|열내림|소화력강화,auto,심·신경,심·신경|위·소화|신장·소변|근골·관절|염증·해독,2
PLANT_069,채부,박하,薄荷,3,감기완화|두통완화|열내림,auto,머리·눈·귀,머리·눈·귀|정기·기력|염증·해독,0
PLANT_070,채부,가자 (가지),茄子,3,면역강화|기력보강|열내림,auto+supplement,정기·기력,정기·기력|염증·해독,2
PLANT_071,채부,수근 (미나리),水芹,8,기력보강|신장보강|불안완화|간해독|생리조절|출혈멎음|면역강화|갈증해소,auto,정기·기력,정기·기력|심·신경|위·소화|간·담|혈·순환|여성·부인|신장·소변,2
PLANT_072,채부,순채,蓴菜,3,해독|소화력강화|갈증해소,auto,위·소화,위·소화|염증·해독,1
PLANT_073,채부,요실 (여뀌씨),蓼實,4,시력보조|부종완화|통증완화|신장보강,auto,머리·눈·귀,머리·눈·귀|신장·소변|근골·관절,0
PLANT_074,채부,누호 (물쑥),蔞蒿,2,소화력강화|기력보강,supplement,위·소화,위·소화|정기·기력,1
PLANT_075,채부,목두채 (두릅의 어린 순),木頭菜,2,기력보강|면역강화,supplement,정기·기력,정기·기력,2
PLANT_076,채부,백채 (머위),白菜,4,기침완화|가래완화|해독|부종완화,supplement,호흡·폐,호흡·폐|신장·소변|염증·해독,1
PLANT_077,초부,황정 (층층둥굴레),黃精,4,심신안정|기력보강|소화력강화|기침완화,auto,정기·기력,정기·기력|심·신경|호흡·폐|위·소화,2
PLANT_078,초부,창포 (석창포),菖蒲,6,시력보조|기력보강|관절통완화|통증완화|호흡완화|감기완화,auto,정기·기력,정기·기력|머리·눈·귀|근골·관절|호흡·폐,2
PLANT_079,초부,감국화,甘菊花,3,관절통완화|두통완화|소화력강화,auto,근골·관절,근골·관절|머리·눈·귀|위·소화,4
PLANT_080,초부,인삼,人參,8,시력보조|정신맑음|심신안정|기력보강|가래완화|출혈멎음|소화력강화|기침완화,auto,호흡·폐,호흡·폐|심·신경|머리·눈·귀|위·소화|혈·순환|정기·기력,1
PLANT_081,초부,천문동,天門冬,9,갈증해소|소변개선|피부개선|가래완화|구역완화|구충|출혈멎음|기침완화|신장보강,auto,호흡·폐,호흡·폐|위·소화|신장·소변|혈·순환|피부|염증·해독,1
PLANT_082,초부,감초,甘草,4,뼈근육강화|기력보강|소화력강화|열내림,auto,염증·해독,염증·해독|근골·관절|위·소화|정기·기력,6
PLANT_083,초부,생지황,生地黃,5,생리조절|어혈개선|열내림|출혈멎음|태보,auto,혈·순환,혈·순환|여성·부인|염증·해독,2
PLANT_084,초부,백출 (흰삽주의 뿌리),白朮,6,갈증해소|소화력강화|감기완화|습기개선|심신안정|진액보충,auto,위·소화,위·소화|정기·기력|심·신경,1
PLANT_085,초부,토사자 (새삼의 씨),兎絲子,8,관절통완화|신장보강|남성건강보조|소변개선|갈증해소|면역강화|냉증완화|진액보충,auto+supplement,신장·소변,신장·소변|여성·부인|근골·관절|정기·기력|위·소화,3
PLANT_086,초부,우슬 (쇠무릎),牛膝,5,생리조절|혈액순환|소변개선|남성건강보조|냉증완화,auto,여성·부인,여성·부인|혈·순환|신장·소변|정기·기력,3
PLANT_087,초부,충울자 (익모초의 씨),茺蔚子,2,시력보조|신장보강,auto,머리·눈·귀,머리·눈·귀|신장·소변,0
PLANT_088,초부,시호,柴胡,3,기력보강|면역강화|열내림,auto,정기·기력,정기·기력|염증·해독,2
PLANT_089,초부,맥문동,麥門冬,4,기력보강|기침완화|갈증해소|열내림,auto,호흡·폐,호흡·폐|위·소화|정기·기력|염증·해독,1
PLANT_090,초부,독활 (땃두릅나무),獨活,3,관절통완화|감기완화|냉증완화,auto,근골·관절,근골·관절|정기·기력,4
PLANT_091,초부,강활,羌活,3,관절통완화|감기완화|통증완화,auto+supplement,근골·관절,근골·관절|정기·기력,4
PLANT_092,초부,승마,升麻,5,기력보강|해독|심신안정|면역강화|감기완화,auto,정기·기력,정기·기력|염증·해독|심·신경,2
PLANT_093,초부,차전자 (질경이씨),車前子,4,시력보조|소변개선|염증완화|부종완화,auto,신장·소변,신장·소변|머리·눈·귀|염증·해독,3
PLANT_094,초부,목향,木香,3,소화력강화|통증완화|면역강화,auto,위·소화,위·소화|근골·관절|정기·기력,1
PLANT_095,초부,서여 (산약),薯蕷,4,뼈근육강화|기력보강|부종완화|심신안정,auto,정기·기력,정기·기력|근골·관절|심·신경|신장·소변,2
PLANT_096,초부,택사,澤瀉,2,소변개선|습기개선,auto,신장·소변,신장·소변|정기·기력,3
PLANT_097,초부,원지,遠志,2,심신안정|기억력개선,auto,정기·기력,정기·기력|심·신경,2
PLANT_098,초부,용담,龍膽,3,시력보조|소화력강화|면역강화,auto,머리·눈·귀,머리·눈·귀|위·소화|정기·기력,0
PLANT_099,초부,세신 (족두리풀),細辛,7,시력보조|관절통완화|가스완화|냉증완화|두통완화|기침완화|가래완화,auto,머리·눈·귀,머리·눈·귀|호흡·폐|근골·관절|위·소화|정기·기력,0
PLANT_100,초부,석곡,石斛,3,뼈근육강화|기력보강|신장보강,auto,신장·소변,신장·소변|근골·관절|정기·기력,3
PLANT_101,초부,파극천,巴戟天,2,신장보강|남성건강보조,auto,신장·소변,신장·소변|여성·부인,3
PLANT_102,초부,적전 (천마의 싹),赤箭,3,감기완화|염증완화|해독,auto,염증·해독,염증·해독|정기·기력,6
PLANT_103,초부,암려자 (맑은대쑥의 씨),菴䕡子,2,어혈개선|가스완화,auto,위·소화,위·소화|혈·순환,1
PLANT_104,초부,석명자 (말냉이의 씨),菥蓂子,3,시력보조|신장보강|염증완화,auto,머리·눈·귀,머리·눈·귀|신장·소변|염증·해독,0
PLANT_105,초부,권백 (부처손),卷柏,6,관절통완화|생리조절|출혈멎음|어혈개선|열내림|해독,auto,근골·관절,근골·관절|혈·순환|여성·부인|염증·해독,4
PLANT_106,초부,남등근 (남등),藍藤根,1,호흡완화,auto,호흡·폐,호흡·폐,1
PLANT_107,초부,남실 (쪽의 씨),藍實,1,해독,auto,염증·해독,염증·해독,6
PLANT_108,초부,궁궁 (천궁),芎藭,8,감기완화|혈액보강|어혈개선|구역완화|두통완화|열내림|출혈멎음|기력보강,auto,혈·순환,혈·순환|정기·기력|머리·눈·귀|위·소화|염증·해독,2
PLANT_109,초부,황련,黃連,6,갈증해소|시력보조|염증완화|소화력강화|구역완화|면역강화,auto,위·소화,위·소화|머리·눈·귀|정기·기력|염증·해독,1
PLANT_110,초부,낙석 (마삭줄),絡石,2,상처회복|염증완화,auto,염증·해독,염증·해독|피부,6
PLANT_111,초부,백질려 (꽃이 흰 남가새),白蒺藜,4,신장보강|두통완화|기침완화|감기완화,auto,신장·소변,신장·소변|머리·눈·귀|호흡·폐|정기·기력,3
PLANT_112,초부,황기,黃芪,10,통증완화|기력보강|신장보강|이명완화|출혈멎음|염증완화|심신안정|생리조절|면역강화|열내림,auto,정기·기력,정기·기력|염증·해독|심·신경|근골·관절|머리·눈·귀|혈·순환|여성·부인|신장·소변,2
PLANT_113,초부,육종용,肉蓯蓉,7,기력보강|남성건강보조|신장보강|허리통증완화|생리조절|열내림|출혈멎음,auto,여성·부인,여성·부인|신장·소변|혈·순환|근골·관절|정기·기력|염증·해독,3
PLANT_114,초부,방풍,防風,6,감기완화|관절통완화|기력보강|심신안정|시력보조|두통완화,auto,정기·기력,정기·기력|머리·눈·귀|심·신경|근골·관절,2
PLANT_115,초부,포황 (부들 꽃가루),蒲黃,6,어혈개선|혈액보강|부종완화|출혈멎음|소화력강화|생리조절,auto,혈·순환,혈·순환|여성·부인|위·소화|신장·소변,2
PLANT_116,초부,속단,續斷,5,통증완화|혈액순환|출혈멎음|상처회복|생리조절,auto,혈·순환,혈·순환|여성·부인|근골·관절|피부,2
PLANT_117,초부,누로 (절굿대),漏蘆,5,혈액보강|출혈멎음|염증완화|피부해독|상처회복,auto,염증·해독,염증·해독|혈·순환|피부,6
PLANT_118,초부,영실 (찔레꽃의 열매),營實,2,염증완화|피부해독,auto,피부,피부|염증·해독,5
PLANT_119,초부,결명자,決明子,6,시력보조|감기완화|신장보강|염증완화|두통완화|출혈멎음,auto,머리·눈·귀,머리·눈·귀|혈·순환|신장·소변|정기·기력|염증·해독,0
PLANT_120,초부,단삼,丹參,7,통증완화|어혈개선|출혈멎음|상처회복|염증완화|생리조절|관절통완화,auto,혈·순환,혈·순환|근골·관절|여성·부인|피부|염증·해독,2
PLANT_121,초부,천근 (꼭두서니),茜根,2,출혈멎음|해독,auto,혈·순환,혈·순환|염증·해독,2
PLANT_122,초부,오미자,五味子,9,갈증해소|시력보조|해독|기력보강|신장보강|불안완화|열내림|기침완화|호흡완화,auto,정기·기력,정기·기력|염증·해독|위·소화|머리·눈·귀|호흡·폐|심·신경|신장·소변,2
PLANT_123,초부,선화 (메꽃의 꽃),旋花,2,기력보강|피부개선,auto,정기·기력,정기·기력|피부,2
